decision_id,world_idx,r_a,r_b,delta_full
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,53,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,54,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,55,-4.0,-10.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,56,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,57,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,58,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,59,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,60,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,61,10.0,10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,62,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,63,-10.0,-4.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,64,10.0,-10.0,-20.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,65,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,66,-4.0,10.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,67,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,68,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,69,10.0,10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,70,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,71,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,72,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,73,-4.0,10.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,74,10.0,4.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,75,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,76,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,77,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,78,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,79,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,80,-4.0,-10.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,81,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,82,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,83,-4.0,-10.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,84,-4.0,-10.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,85,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,86,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,87,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,88,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,89,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,90,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,91,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,92,4.0,10.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,93,-4.0,-10.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,94,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,95,-4.0,-10.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,96,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,97,-10.0,-4.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,98,10.0,-4.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,99,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,100,-4.0,-10.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,101,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,102,4.0,-10.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,103,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,104,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,105,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,106,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,107,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,108,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,109,-10.0,-4.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,110,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,111,10.0,-10.0,-20.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,112,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,113,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,114,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,115,-4.0,-10.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,116,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,117,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,118,4.0,-10.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,119,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,120,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,121,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,122,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,123,10.0,10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,124,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,125,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,126,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,127,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,128,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,129,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,130,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,131,-10.0,-4.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,132,4.0,-10.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,133,-10.0,-4.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,134,10.0,10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,135,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,136,-10.0,-4.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,137,-10.0,-4.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,138,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,139,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,140,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,141,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,142,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,143,10.0,4.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,144,10.0,10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,145,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,146,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,147,-10.0,10.0,20.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,148,-4.0,-10.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,149,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,150,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,151,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,152,-4.0,10.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,153,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,154,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,155,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,156,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,157,-10.0,-4.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,158,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,159,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,160,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,161,4.0,-10.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,162,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,163,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,164,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,165,10.0,-10.0,-20.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,166,10.0,4.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,167,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,168,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,169,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,170,4.0,-10.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,171,10.0,10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,172,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,173,-4.0,10.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,174,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,175,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,176,4.0,10.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,177,4.0,10.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,178,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,179,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,180,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,181,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,182,10.0,-4.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,183,-10.0,-4.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,184,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,185,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,186,-10.0,10.0,20.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,187,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,188,-4.0,10.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,189,-4.0,10.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,190,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,191,-10.0,-4.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,192,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,193,10.0,-10.0,-20.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,194,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,195,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,196,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,197,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,198,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,199,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,200,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,201,10.0,10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,202,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,203,4.0,-10.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,204,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,205,-10.0,10.0,20.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,206,4.0,4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,207,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,208,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,209,4.0,-10.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,210,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,211,10.0,10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,212,10.0,10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,213,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,214,10.0,10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,215,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,216,-4.0,-10.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,217,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,218,-10.0,10.0,20.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,219,-10.0,-4.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,220,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,221,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,222,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,223,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,224,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,225,10.0,-4.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,226,-10.0,-4.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,227,10.0,10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,228,-10.0,10.0,20.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,229,4.0,-10.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,230,4.0,10.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,231,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,232,10.0,-4.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,233,4.0,10.0,6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,234,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,235,10.0,10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,236,-10.0,4.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,237,4.0,-10.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,238,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,239,-4.0,-10.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,240,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,241,10.0,4.0,-6.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,242,-4.0,10.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,243,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,244,-4.0,10.0,14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,245,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,246,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,247,4.0,-10.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,248,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,249,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,250,-4.0,4.0,8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,251,-10.0,-10.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,252,4.0,-4.0,-8.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,253,-4.0,-4.0,0.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,254,4.0,-10.0,-14.0
2024-2024093020gm-00a9-0000-4385d1bc-07-s1-d3,255,-10.0,-10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,0,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,1,4.0,-4.0,-8.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,2,-10.0,-4.0,6.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,3,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,4,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,5,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,6,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,7,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,8,-10.0,4.0,14.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,9,-4.0,4.0,8.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,10,-4.0,10.0,14.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,11,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,12,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,13,-4.0,-4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,14,-4.0,-4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,15,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,16,-4.0,-4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,17,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,18,-10.0,-4.0,6.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,19,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,20,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,21,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,22,4.0,-4.0,-8.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,23,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,24,4.0,10.0,6.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,25,10.0,-4.0,-14.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,26,4.0,10.0,6.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,27,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,28,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,29,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,30,-4.0,-4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,31,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,32,-4.0,10.0,14.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,33,-4.0,-4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,34,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,35,4.0,-4.0,-8.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,36,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,37,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,38,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,39,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,40,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,41,-4.0,4.0,8.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,42,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,43,4.0,10.0,6.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,44,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,45,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,46,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,47,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,48,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,49,-4.0,4.0,8.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,50,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,51,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,52,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,53,10.0,4.0,-6.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,54,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,55,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,56,-4.0,-4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,57,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,58,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,59,10.0,-4.0,-14.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,60,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,61,-4.0,10.0,14.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,62,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,63,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,64,-4.0,-4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,65,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,66,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,67,10.0,4.0,-6.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,68,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,69,-4.0,-4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,70,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,71,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,72,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,73,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,74,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,75,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,76,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,77,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,78,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,79,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,80,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,81,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,82,-10.0,4.0,14.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,83,-4.0,-4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,84,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,85,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,86,4.0,-4.0,-8.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,87,-4.0,10.0,14.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,88,10.0,-10.0,-20.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,89,-4.0,-4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,90,4.0,10.0,6.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,91,10.0,10.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,92,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,93,10.0,4.0,-6.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,94,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,95,4.0,4.0,0.0
2025-2025011200gm-00a9-0000-18c17918-01-s0-d4,96,10.0,10.0,0.0
